news_no,user_no,news_spred_no,source,fake_news,followers_no
140,691,2,Bf,1,45
87,692,2,Bf,0,23
6,693,1,Bf,0,12
142,694,1,Bf,1,8
18,695,1,Bf,0,3
138,696,1,Bf,1,11
138,697,1,Bf,1,6
142,698,1,Bf,1,49
180,699,2,Bf,1,849
126,700,1,Bf,1,147
168,701,1,Bf,1,3
180,701,1,Bf,1,192
181,701,1,Bf,1,6
95,702,1,Bf,1,2
72,703,1,Bf,0,4
153,704,1,Bf,1,38
153,705,1,Bf,1,22
87,706,1,Bf,0,25
46,707,2,Bf,0,7
142,708,1,Bf,1,21
13,709,1,Bf,0,48
42,709,1,Bf,0,8
142,710,1,Bf,1,236
140,711,1,Bf,1,20
17,712,1,Bf,0,17
22,713,1,Bf,0,54
56,714,1,Bf,0,7
180,715,1,Bf,1,23
32,716,2,Bf,0,7
45,717,1,Bf,0,2
93,718,1,Bf,1,64
136,718,1,Bf,1,24
32,719,1,Bf,0,28
57,720,1,Bf,0,299
64,721,1,Bf,0,2
168,722,1,Bf,1,3
10,723,1,Bf,0,12
140,724,1,Bf,1,18
95,725,1,Bf,1,26
105,725,1,Bf,1,202
138,725,1,Bf,1,3
93,726,1,Bf,1,83
150,727,1,Bf,1,193
180,728,1,Bf,1,116
168,729,1,Bf,1,6
91,730,1,Bf,0,1
140,731,1,Bf,1,139
153,732,1,Bf,1,173
105,733,1,Bf,1,80
32,734,1,Bf,0,134
2,735,1,Bf,0,89
150,736,1,Bf,1,62
45,737,1,Bf,0,22
57,737,1,Bf,0,25
64,737,1,Bf,0,3
66,737,1,Bf,0,11
73,737,1,Bf,0,3
109,738,1,Bf,1,12
45,739,1,Bf,0,129
153,740,1,Bf,1,1
72,741,1,Bf,0,49
140,742,1,Bf,1,5
180,742,1,Bf,1,125
78,743,1,Bf,0,5
168,744,1,Bf,1,30
32,745,1,Bf,0,5
32,746,1,Bf,0,25
6,747,1,Bf,0,5
10,748,1,Bf,0,75
15,748,1,Bf,0,4
21,748,1,Bf,0,40
41,748,1,Bf,0,2
42,748,1,Bf,0,4
46,748,1,Bf,0,118
72,748,1,Bf,0,1
153,749,1,Bf,1,21
180,750,1,Bf,1,273
93,751,1,Bf,1,12
115,752,1,Bf,1,52
38,753,1,Bf,0,134
181,754,1,Bf,1,3
124,755,1,Bf,1,124
142,756,1,Bf,1,234
112,757,1,Bf,1,7
168,758,1,Bf,1,1
169,759,1,Bf,1,10
87,760,1,Bf,0,54
126,761,1,Bf,1,4
93,762,1,Bf,1,12
95,762,1,Bf,1,15
64,763,1,Bf,0,118
93,764,1,Bf,1,39
140,765,1,Bf,1,32
114,766,1,Bf,1,1
124,767,1,Bf,1,20
87,768,1,Bf,0,30
153,769,1,Bf,1,49
173,770,1,Bf,1,5
10,771,1,Bf,0,53
15,771,1,Bf,0,176
21,771,2,Bf,0,1
41,771,1,Bf,0,27
42,771,1,Bf,0,5
95,772,1,Bf,1,1
124,772,1,Bf,1,166
153,773,1,Bf,1,12
95,774,1,Bf,1,104
142,775,1,Bf,1,50
124,776,1,Bf,1,1
153,777,1,Bf,1,3
32,778,1,Bf,0,5
93,779,1,Bf,1,2
122,780,1,Bf,1,30
87,781,1,Bf,0,74
89,782,1,Bf,0,22
91,782,1,Bf,0,15
72,783,1,Bf,0,5
93,784,1,Bf,1,411
180,784,1,Bf,1,79
64,785,1,Bf,0,22
124,786,1,Bf,1,44
45,787,1,Bf,0,1
87,788,2,Bf,0,139
171,789,1,Bf,1,5
32,790,1,Bf,0,51
23,791,1,Bf,0,1
46,791,1,Bf,0,5
110,792,1,Bf,1,31
16,793,1,Bf,0,6
57,794,1,Bf,0,74
56,795,1,Bf,0,2
77,795,1,Bf,0,1
22,796,1,Bf,0,1
103,796,1,Bf,1,76
135,796,1,Bf,1,242
150,796,1,Bf,1,10
155,796,1,Bf,1,30
87,797,1,Bf,0,7
6,798,1,Bf,0,15
45,799,1,Bf,0,5
56,800,1,Bf,0,15
180,801,1,Bf,1,7
6,802,1,Bf,0,5
18,802,1,Bf,0,38
19,802,1,Bf,0,256
20,802,1,Bf,0,50
25,802,1,Bf,0,9
29,802,1,Bf,0,41
30,802,1,Bf,0,18
37,802,2,Bf,0,6
49,802,1,Bf,0,8
55,802,1,Bf,0,1
59,802,1,Bf,0,2
78,802,1,Bf,0,2
87,802,1,Bf,0,39
89,802,1,Bf,0,6
91,802,1,Bf,0,2
140,802,1,Bf,1,57
140,803,1,Bf,1,74
127,804,1,Bf,1,122
58,805,1,Bf,0,17
180,806,1,Bf,1,3
153,807,1,Bf,1,34
32,808,1,Bf,0,40
140,809,1,Bf,1,3
6,810,1,Bf,0,43
95,811,1,Bf,1,6
132,812,1,Bf,1,10
133,812,1,Bf,1,20
87,813,3,Bf,0,1
150,813,1,Bf,1,24
32,814,1,Bf,0,9
87,815,1,Bf,0,78
180,816,1,Bf,1,13
32,817,1,Bf,0,1
105,818,1,Bf,1,21
153,819,1,Bf,1,11
23,820,1,Bf,0,1
57,820,1,Bf,0,19
85,820,1,Bf,0,9
142,821,1,Bf,1,7
150,822,1,Bf,1,205
84,823,1,Bf,0,3
81,824,1,Bf,0,33
42,825,1,Bf,0,2
126,826,1,Bf,1,61
43,827,1,Bf,0,4
181,828,1,Bf,1,1
72,829,1,Bf,0,6
168,830,1,Bf,1,81
180,830,1,Bf,1,11
72,831,2,Bf,0,34
93,832,1,Bf,1,12
105,832,1,Bf,1,45
109,832,1,Bf,1,7
128,832,1,Bf,1,19
181,832,1,Bf,1,2
6,833,1,Bf,0,20
44,834,1,Bf,0,10
153,835,1,Bf,1,16
126,836,1,Bf,1,71
78,837,1,Bf,0,5
93,838,1,Bf,1,20
109,838,1,Bf,1,1
171,838,1,Bf,1,12
180,838,1,Bf,1,1
93,839,1,Bf,1,2
168,839,1,Bf,1,8
45,840,1,Bf,0,21
143,841,1,Bf,1,19
32,842,1,Bf,0,2
6,843,1,Bf,0,3
45,844,1,Bf,0,2
150,845,1,Bf,1,15
154,845,1,Bf,1,28
32,846,1,Bf,0,4
45,847,1,Bf,0,102
32,848,1,Bf,0,21
180,849,1,Bf,1,50
16,850,1,Bf,0,59
32,851,1,Bf,0,6
56,852,1,Bf,0,141
2,853,2,Bf,0,140
5,853,1,Bf,0,3
9,853,1,Bf,0,1
42,853,2,Bf,0,1
45,853,2,Bf,0,67
64,853,2,Bf,0,2
66,853,1,Bf,0,4
72,853,1,Bf,0,6
153,854,1,Bf,1,43
153,855,1,Bf,1,3
151,856,1,Bf,1,16
168,857,1,Bf,1,86
140,858,1,Bf,1,6
18,859,2,Bf,0,1
42,859,1,Bf,0,3
55,859,2,Bf,0,10
81,859,1,Bf,0,8
87,859,1,Bf,0,13
6,860,1,Bf,0,3
150,861,1,Bf,1,4
46,862,1,Bf,0,16
153,863,1,Bf,1,29
181,864,1,Bf,1,421
168,865,1,Bf,1,41
93,866,2,Bf,1,159
140,866,2,Bf,1,3
171,866,1,Bf,1,114
181,866,2,Bf,1,2
109,867,1,Bf,1,8
98,868,1,Bf,1,29
100,868,2,Bf,1,20
106,868,1,Bf,1,3
140,868,1,Bf,1,8
142,868,1,Bf,1,2
171,868,1,Bf,1,1
168,869,1,Bf,1,9
72,870,1,Bf,0,6
13,871,1,Bf,0,35
127,872,1,Bf,1,10
150,873,1,Bf,1,10
13,874,1,Bf,0,50
72,875,1,Bf,0,2
42,876,1,Bf,0,142
72,877,1,Bf,0,2
153,878,1,Bf,1,9
168,879,1,Bf,1,5
87,880,1,Bf,0,8
173,881,1,Bf,1,24
115,882,1,Bf,1,20
56,883,1,Bf,0,4
37,884,1,Bf,0,5
42,884,1,Bf,0,19
68,884,1,Bf,0,20
72,884,1,Bf,0,81
87,884,1,Bf,0,19
91,884,1,Bf,0,15
32,885,1,Bf,0,23
58,886,1,Bf,0,10
171,886,3,Bf,1,10
89,887,1,Bf,0,112
121,887,1,Bf,1,6
126,887,1,Bf,1,53
169,887,2,Bf,1,18
124,888,1,Bf,1,26
140,889,2,Bf,1,122
42,890,1,Bf,0,126
153,891,1,Bf,1,2
72,892,1,Bf,0,5
153,893,1,Bf,1,10
32,894,1,Bf,0,12
89,895,1,Bf,0,8
140,896,1,Bf,1,21
98,897,1,Bf,1,10
106,897,1,Bf,1,6
7,898,1,Bf,0,35
42,898,1,Bf,0,23
142,899,1,Bf,1,4
32,900,1,Bf,0,10
56,900,1,Bf,0,1
12,901,1,Bf,0,6
18,901,1,Bf,0,1
32,901,1,Bf,0,1
42,901,1,Bf,0,12
52,901,1,Bf,0,2
55,901,1,Bf,0,6
81,901,1,Bf,0,22
87,901,2,Bf,0,1
80,902,1,Bf,0,13
153,903,1,Bf,1,8
32,904,1,Bf,0,67
180,904,1,Bf,1,28
153,905,1,Bf,1,81
32,906,1,Bf,0,14
9,907,1,Bf,0,5
126,908,1,Bf,1,1
150,909,1,Bf,1,57
151,909,1,Bf,1,1
32,910,1,Bf,0,12
108,911,1,Bf,1,105
171,912,1,Bf,1,16
54,913,1,Bf,0,4
80,913,1,Bf,0,9
154,914,1,Bf,1,45
46,915,1,Bf,0,89
126,916,1,Bf,1,72
45,917,1,Bf,0,30
57,917,2,Bf,0,47
64,917,2,Bf,0,4
66,917,2,Bf,0,42
73,917,2,Bf,0,5
81,918,1,Bf,0,63
171,919,1,Bf,1,3
124,920,2,Bf,1,32
157,920,1,Bf,1,5
153,921,1,Bf,1,31
45,922,1,Bf,0,18
13,923,1,Bf,0,2
147,924,1,Bf,1,34
180,925,1,Bf,1,40
44,926,1,Bf,0,6
126,927,1,Bf,1,1
95,928,1,Bf,1,187
171,928,1,Bf,1,3
100,929,1,Bf,1,4
32,930,1,Bf,0,4
168,930,1,Bf,1,145
180,930,1,Bf,1,17
153,931,1,Bf,1,1
87,932,1,Bf,0,3
113,933,1,Bf,1,2
138,934,1,Bf,1,8
168,935,1,Bf,1,1
104,936,2,Bf,1,150
130,936,2,Bf,1,61
171,936,1,Bf,1,35
153,937,1,Bf,1,16
127,938,1,Bf,1,559
32,939,1,Bf,0,9
5,940,1,Bf,0,84
17,940,1,Bf,0,6
23,940,1,Bf,0,72
42,940,1,Bf,0,121
98,941,1,Bf,1,382
106,941,1,Bf,1,56
113,942,1,Bf,1,28
120,942,1,Bf,1,11
138,942,1,Bf,1,92
144,942,1,Bf,1,14
148,942,1,Bf,1,13
45,943,1,Bf,0,2
6,944,1,Bf,0,17
19,944,1,Bf,0,8
42,944,1,Bf,0,18
45,944,1,Bf,0,17
68,944,2,Bf,0,84
73,944,1,Bf,0,59
80,944,1,Bf,0,8
151,945,1,Bf,1,60
150,946,1,Bf,1,123
152,946,1,Bf,1,7
140,947,1,Bf,1,6
17,948,1,Bf,0,40
95,949,1,Bf,1,4
89,950,1,Bf,0,204
45,951,1,Bf,0,20
13,952,1,Bf,0,12
45,953,1,Bf,0,96
93,954,1,Bf,1,26
140,954,1,Bf,1,112
171,954,2,Bf,1,16
29,955,1,Bf,0,72
46,956,1,Bf,0,76
7,957,1,Bf,0,36
45,958,1,Bf,0,56
127,959,1,Bf,1,23
32,960,1,Bf,0,2
32,961,1,Bf,0,46
32,962,1,Bf,0,4
168,962,1,Bf,1,22
180,962,2,Bf,1,2
91,963,1,Bf,0,112
181,964,1,Bf,1,2
44,965,1,Bf,0,48
93,966,3,Bf,1,8
95,966,3,Bf,1,12
100,966,1,Bf,1,18
113,966,1,Bf,1,5
115,966,1,Bf,1,13
122,966,1,Bf,1,2
125,966,1,Bf,1,2
126,966,1,Bf,1,25
136,966,1,Bf,1,100
140,966,3,Bf,1,2
142,966,1,Bf,1,4
148,966,1,Bf,1,2
163,966,1,Bf,1,6
169,966,1,Bf,1,52
172,966,1,Bf,1,5
175,966,1,Bf,1,9
126,967,1,Bf,1,8
17,968,1,Bf,0,4
23,968,1,Bf,0,7
44,968,1,Bf,0,15
168,968,1,Bf,1,8
32,969,1,Bf,0,34
91,969,1,Bf,0,55
104,969,1,Bf,1,18
115,969,1,Bf,1,1
130,969,1,Bf,1,3
139,969,1,Bf,1,59
141,969,1,Bf,1,79
142,969,1,Bf,1,15
168,969,1,Bf,1,1
169,969,1,Bf,1,182
171,969,1,Bf,1,47
95,970,2,Bf,1,35
138,970,1,Bf,1,6
180,970,1,Bf,1,43
113,971,1,Bf,1,37
122,971,1,Bf,1,44
125,971,1,Bf,1,557
136,971,1,Bf,1,11
139,971,1,Bf,1,1
140,971,1,Bf,1,8
141,971,1,Bf,1,1
142,971,1,Bf,1,23
171,971,1,Bf,1,7
180,972,1,Bf,1,13
136,973,1,Bf,1,3
140,973,1,Bf,1,2
126,974,1,Bf,1,128
171,974,1,Bf,1,1
93,975,1,Bf,1,5
169,976,1,Bf,1,47
113,977,1,Bf,1,2
126,978,1,Bf,1,17
42,979,1,Bf,0,3
168,980,1,Bf,1,622
115,981,1,Bf,1,5
140,981,1,Bf,1,17
171,981,1,Bf,1,20
153,982,1,Bf,1,49
105,983,1,Bf,1,9
40,984,1,Bf,0,121
32,985,1,Bf,0,38
87,986,1,Bf,0,18
140,987,1,Bf,1,2
72,988,1,Bf,0,1
72,989,1,Bf,0,70
140,990,1,Bf,1,13
32,991,1,Bf,0,11
56,992,1,Bf,0,22
140,993,1,Bf,1,130
45,994,1,Bf,0,1
89,995,1,Bf,0,13
168,996,1,Bf,1,3
180,996,1,Bf,1,69
153,997,1,Bf,1,47
32,998,1,Bf,0,101
42,999,1,Bf,0,42
45,1000,1,Bf,0,47
95,1001,1,Bf,1,22
98,1001,1,Bf,1,5
106,1001,1,Bf,1,1209
171,1001,1,Bf,1,37
23,1002,1,Bf,0,8
153,1003,1,Bf,1,41
23,1004,1,Bf,0,38
45,1004,1,Bf,0,6
57,1004,1,Bf,0,27
64,1004,1,Bf,0,6
66,1004,1,Bf,0,8
73,1004,1,Bf,0,100
127,1005,1,Bf,1,60
142,1006,2,Bf,1,1
125,1007,1,Bf,1,20
9,1008,1,Bf,0,11
153,1009,1,Bf,1,15
153,1010,1,Bf,1,15
80,1011,1,Bf,0,2
45,1012,1,Bf,0,8
10,1013,1,Bf,0,35
21,1013,1,Bf,0,18
41,1013,1,Bf,0,3
42,1013,1,Bf,0,57
91,1014,4,Bf,0,7
99,1015,1,Bf,1,50
112,1015,1,Bf,1,1
180,1016,1,Bf,1,6
95,1017,1,Bf,1,17
142,1017,1,Bf,1,11
38,1018,1,Bf,0,5
100,1019,1,Bf,1,72
168,1020,3,Bf,1,603
127,1021,1,Bf,1,5
180,1022,1,Bf,1,21
6,1023,1,Bf,0,62
140,1024,1,Bf,1,2
171,1025,1,Bf,1,15
93,1026,1,Bf,1,132
32,1027,1,Bf,0,13
142,1028,1,Bf,1,52
93,1029,1,Bf,1,93
72,1030,1,Bf,0,1
93,1030,1,Bf,1,26
109,1031,1,Bf,1,7
82,1032,1,Bf,0,52
127,1032,2,Bf,1,125
153,1033,1,Bf,1,155
153,1034,1,Bf,1,20
168,1035,1,Bf,1,1
180,1035,1,Bf,1,16
138,1036,1,Bf,1,50
181,1036,1,Bf,1,45
46,1037,1,Bf,0,18
95,1038,1,Bf,1,2
140,1039,1,Bf,1,14
140,1040,1,Bf,1,9
93,1041,1,Bf,1,10
25,1042,1,Bf,0,55
95,1043,1,Bf,1,76
93,1044,1,Bf,1,30
115,1044,1,Bf,1,2
154,1045,1,Bf,1,1
112,1046,1,Bf,1,35
6,1047,1,Bf,0,82
171,1048,1,Bf,1,1
10,1049,1,Bf,0,15
180,1050,1,Bf,1,19
72,1051,1,Bf,0,1
87,1052,1,Bf,0,72
45,1053,1,Bf,0,21
126,1054,1,Bf,1,18
78,1055,1,Bf,0,5
89,1055,2,Bf,0,3
91,1055,2,Bf,0,7
124,1056,1,Bf,1,115
181,1057,1,Bf,1,83
78,1058,1,Bf,0,7
89,1058,1,Bf,0,18
80,1059,1,Bf,0,35
168,1060,1,Bf,1,39
163,1061,1,Bf,1,1
13,1062,2,Bf,0,2
142,1063,1,Bf,1,65
108,1064,1,Bf,1,18
168,1065,1,Bf,1,22
72,1066,1,Bf,0,673
171,1067,1,Bf,1,31
141,1068,1,Bf,1,18
93,1069,1,Bf,1,20
151,1070,1,Bf,1,6
6,1071,1,Bf,0,5
17,1071,1,Bf,0,1
44,1071,2,Bf,0,41
32,1072,1,Bf,0,8
125,1073,1,Bf,1,103
168,1074,1,Bf,1,71
72,1075,2,Bf,0,24
45,1076,1,Bf,0,24
93,1077,1,Bf,1,32
169,1077,1,Bf,1,49
180,1078,1,Bf,1,3
163,1079,1,Bf,1,3
99,1080,1,Bf,1,19
72,1081,1,Bf,0,9
126,1082,1,Bf,1,2
127,1083,1,Bf,1,144
46,1084,1,Bf,0,63
52,1085,1,Bf,0,20
18,1086,1,Bf,0,8
32,1087,1,Bf,0,63
72,1088,1,Bf,0,61
100,1089,1,Bf,1,12
32,1090,1,Bf,0,171
150,1091,1,Bf,1,41
64,1092,1,Bf,0,3
72,1093,1,Bf,0,228
87,1093,1,Bf,0,10
32,1094,1,Bf,0,1
140,1095,1,Bf,1,14
171,1095,1,Bf,1,127
143,1096,1,Bf,1,4
72,1097,1,Bf,0,3
42,1098,1,Bf,0,3
77,1099,1,Bf,0,122
113,1100,1,Bf,1,22
168,1100,1,Bf,1,22
168,1101,1,Bf,1,88
140,1102,1,Bf,1,34
180,1103,2,Bf,1,4
126,1104,1,Bf,1,1
6,1105,1,Bf,0,3
153,1106,1,Bf,1,1
107,1107,1,Bf,1,688
122,1107,1,Bf,1,56
7,1108,1,Bf,0,5
16,1108,1,Bf,0,1
80,1108,1,Bf,0,2
18,1109,1,Bf,0,79
3,1110,1,Bf,0,275
5,1110,1,Bf,0,8
7,1110,1,Bf,0,11
9,1110,1,Bf,0,64
34,1110,1,Bf,0,5
42,1110,2,Bf,0,113
51,1110,1,Bf,0,3
57,1110,1,Bf,0,11
71,1110,1,Bf,0,17
73,1110,1,Bf,0,20
80,1110,1,Bf,0,52
86,1110,1,Bf,0,31
56,1111,1,Bf,0,3
91,1112,1,Bf,0,72
64,1113,1,Bf,0,5
73,1114,1,Bf,0,82
93,1115,1,Bf,1,2
6,1116,1,Bf,0,11
91,1117,3,Bf,0,3
45,1118,1,Bf,0,9
72,1118,1,Bf,0,130
101,1119,1,Bf,1,2
56,1120,1,Bf,0,24
127,1121,1,Bf,1,67
42,1122,1,Bf,0,14
48,1122,1,Bf,0,40
73,1122,1,Bf,0,92
10,1123,1,Bf,0,10
15,1123,1,Bf,0,78
21,1123,1,Bf,0,37
41,1123,1,Bf,0,27
42,1123,1,Bf,0,3
168,1124,1,Bf,1,15
171,1125,1,Bf,1,5
32,1126,1,Bf,0,135
32,1127,1,Bf,0,6
46,1127,1,Bf,0,37
160,1127,1,Bf,1,91
171,1128,1,Bf,1,12
32,1129,1,Bf,0,15
151,1130,1,Bf,1,21
32,1131,1,Bf,0,1
46,1132,1,Bf,0,4
162,1133,1,Bf,1,4
45,1134,1,Bf,0,12
95,1135,1,Bf,1,1
127,1136,1,Bf,1,43
181,1137,1,Bf,1,108
140,1138,1,Bf,1,38
125,1139,1,Bf,1,18
91,1140,1,Bf,0,7
62,1141,1,Bf,0,1
72,1142,1,Bf,0,10
153,1143,1,Bf,1,1
19,1144,1,Bf,0,72
180,1145,1,Bf,1,25
6,1146,1,Bf,0,17
18,1147,1,Bf,0,26
56,1148,1,Bf,0,326
57,1149,1,Bf,0,13
127,1150,1,Bf,1,57
32,1151,1,Bf,0,10
32,1152,1,Bf,0,3
45,1153,1,Bf,0,35
64,1153,1,Bf,0,7
66,1153,1,Bf,0,17
73,1153,1,Bf,0,4
93,1154,1,Bf,1,74
7,1155,1,Bf,0,6
127,1156,2,Bf,1,1
148,1157,1,Bf,1,3
180,1157,1,Bf,1,22
72,1158,1,Bf,0,10
153,1159,1,Bf,1,16
154,1160,1,Bf,1,86
46,1161,1,Bf,0,6
45,1162,1,Bf,0,39
95,1163,1,Bf,1,5
126,1163,1,Bf,1,130
140,1163,1,Bf,1,3
142,1163,1,Bf,1,83
148,1163,1,Bf,1,139
168,1163,1,Bf,1,2
169,1163,1,Bf,1,73
180,1163,1,Bf,1,3
93,1164,1,Bf,1,2
109,1164,1,Bf,1,1
171,1164,1,Bf,1,44
171,1165,3,Bf,1,16
64,1166,1,Bf,0,1
32,1167,1,Bf,0,17
56,1168,1,Bf,0,2
6,1169,1,Bf,0,136
124,1170,1,Bf,1,22
153,1170,1,Bf,1,83
153,1171,1,Bf,1,2
140,1172,1,Bf,1,56
150,1173,1,Bf,1,275
45,1174,1,Bf,0,3
23,1175,1,Bf,0,3
45,1175,1,Bf,0,10
57,1175,1,Bf,0,7
64,1175,1,Bf,0,6
66,1175,1,Bf,0,10
73,1175,1,Bf,0,35
91,1175,1,Bf,0,43
83,1176,1,Bf,0,8
87,1177,1,Bf,0,24
153,1178,1,Bf,1,1
44,1179,1,Bf,0,4
80,1180,2,Bf,0,69
153,1181,1,Bf,1,66
23,1182,1,Bf,0,139
91,1183,1,Bf,0,116
89,1184,1,Bf,0,11
32,1185,1,Bf,0,4
140,1186,2,Bf,1,11
127,1187,1,Bf,1,3
45,1188,1,Bf,0,7
100,1189,1,Bf,1,181
171,1189,7,Bf,1,1
17,1190,1,Bf,0,1
22,1191,1,Bf,0,65
152,1191,1,Bf,1,1
87,1192,1,Bf,0,6
153,1193,1,Bf,1,8
142,1194,1,Bf,1,6
180,1195,1,Bf,1,90
150,1196,1,Bf,1,3
87,1197,1,Bf,0,44
118,1198,1,Bf,1,51
168,1198,1,Bf,1,77
180,1198,1,Bf,1,19
148,1199,1,Bf,1,9
168,1199,1,Bf,1,15
13,1200,1,Bf,0,25
138,1201,2,Bf,1,1
181,1201,2,Bf,1,57
45,1202,1,Bf,0,8
58,1203,1,Bf,0,16
32,1204,1,Bf,0,134
153,1205,1,Bf,1,13
153,1206,1,Bf,1,2
171,1207,3,Bf,1,10
150,1208,1,Bf,1,33
5,1209,1,Bf,0,19
42,1209,2,Bf,0,211
73,1209,1,Bf,0,9
29,1210,1,Bf,0,66
87,1210,1,Bf,0,40
89,1211,1,Bf,0,6
136,1212,1,Bf,1,27
93,1213,1,Bf,1,3
140,1214,1,Bf,1,50
171,1214,1,Bf,1,2
77,1215,1,Bf,0,18
171,1216,1,Bf,1,75
87,1217,1,Bf,0,178
124,1217,1,Bf,1,15
150,1217,1,Bf,1,31
45,1218,1,Bf,0,10
180,1219,1,Bf,1,2
45,1220,1,Bf,0,23
57,1220,1,Bf,0,21
64,1220,1,Bf,0,2
66,1220,1,Bf,0,11
168,1221,1,Bf,1,35
95,1222,1,Bf,1,28
93,1223,1,Bf,1,31
140,1223,1,Bf,1,1
171,1223,2,Bf,1,18
13,1224,1,Bf,0,117
45,1224,1,Bf,0,5
57,1224,1,Bf,0,14
64,1224,1,Bf,0,2
66,1224,1,Bf,0,14
73,1224,1,Bf,0,1
91,1225,1,Bf,0,128
126,1226,1,Bf,1,145
136,1226,1,Bf,1,145
162,1226,1,Bf,1,135
169,1226,1,Bf,1,14
72,1227,1,Bf,0,25
171,1228,1,Bf,1,4
43,1229,1,Bf,0,6
122,1229,1,Bf,1,24
125,1229,1,Bf,1,1
126,1229,1,Bf,1,48
138,1229,2,Bf,1,36
171,1229,1,Bf,1,103
13,1230,1,Bf,0,6
31,1231,1,Bf,0,222
91,1231,1,Bf,0,3
154,1232,1,Bf,1,56
95,1233,1,Bf,1,9
23,1234,1,Bf,0,37
64,1234,1,Bf,0,134
66,1234,1,Bf,0,3
91,1235,1,Bf,0,1
45,1236,1,Bf,0,27
138,1237,2,Bf,1,18
45,1238,1,Bf,0,35
32,1239,1,Bf,0,12
72,1240,1,Bf,0,13
93,1241,1,Bf,1,1
95,1242,1,Bf,1,1
143,1242,1,Bf,1,157
32,1243,1,Bf,0,2
93,1244,2,Bf,1,9
115,1244,1,Bf,1,15
87,1245,1,Bf,0,13
153,1246,1,Bf,1,62
87,1247,1,Bf,0,118
72,1248,1,Bf,0,49
153,1249,1,Bf,1,3
32,1250,1,Bf,0,1
122,1250,1,Bf,1,72
138,1250,1,Bf,1,37
45,1251,1,Bf,0,17
180,1252,1,Bf,1,10
150,1253,1,Bf,1,1
83,1254,1,Bf,0,5
72,1255,1,Bf,0,5
113,1256,1,Bf,1,17
171,1256,2,Bf,1,10
140,1257,1,Bf,1,5
169,1258,1,Bf,1,4
171,1259,1,Bf,1,32
32,1260,1,Bf,0,11
72,1260,1,Bf,0,44
45,1261,1,Bf,0,1
127,1262,1,Bf,1,124
13,1263,1,Bf,0,3
72,1264,1,Bf,0,1
181,1265,1,Bf,1,1
127,1266,1,Bf,1,24
87,1267,1,Bf,0,19
125,1268,1,Bf,1,26
10,1269,1,Bf,0,99
42,1269,2,Bf,0,3
45,1269,2,Bf,0,5
74,1270,1,Bf,0,96
45,1271,2,Bf,0,1
64,1271,2,Bf,0,118
151,1272,1,Bf,1,1
46,1273,1,Bf,0,5
46,1274,1,Bf,0,32
160,1275,1,Bf,1,23
127,1276,1,Bf,1,29
126,1277,1,Bf,1,14
140,1278,1,Bf,1,51
87,1279,1,Bf,0,85
140,1280,1,Bf,1,16
177,1281,1,Bf,1,9
72,1282,1,Bf,0,28
72,1283,1,Bf,0,81
181,1284,1,Bf,1,7
23,1285,2,Bf,0,22
153,1286,1,Bf,1,47
140,1287,1,Bf,1,29
171,1287,1,Bf,1,1
126,1288,1,Bf,1,9
152,1289,1,Bf,1,4
42,1290,1,Bf,0,27
151,1291,1,Bf,1,139
140,1292,1,Bf,1,151
153,1293,1,Bf,1,38
45,1294,1,Bf,0,5
45,1295,1,Bf,0,7
91,1296,4,Bf,0,1
136,1297,2,Bf,1,1
93,1298,1,Bf,1,4
95,1298,1,Bf,1,73
32,1299,1,Bf,0,3
181,1300,1,Bf,1,56
168,1301,1,Bf,1,67
56,1302,1,Bf,0,11
113,1303,1,Bf,1,30
168,1303,1,Bf,1,8
153,1304,1,Bf,1,1
95,1305,1,Bf,1,7
171,1306,1,Bf,1,43
107,1307,1,Bf,1,16
115,1307,1,Bf,1,148
32,1308,1,Bf,0,5
56,1309,1,Bf,0,456
77,1310,1,Bf,0,4
163,1311,1,Bf,1,180
135,1312,1,Bf,1,23
23,1313,1,Bf,0,7
45,1314,1,Bf,0,25
180,1315,1,Bf,1,5
90,1316,1,Bf,0,96
92,1316,1,Bf,1,4
42,1317,1,Bf,0,1
76,1317,1,Bf,0,11
72,1318,1,Bf,0,2
80,1319,1,Bf,0,18
140,1320,1,Bf,1,4
169,1320,1,Bf,1,131
140,1321,1,Bf,1,91
32,1322,1,Bf,0,9
100,1323,1,Bf,1,20
109,1323,1,Bf,1,20
115,1323,2,Bf,1,5
125,1323,1,Bf,1,1
140,1323,3,Bf,1,5
168,1323,1,Bf,1,124
180,1323,1,Bf,1,1
95,1324,3,Bf,1,2
113,1324,2,Bf,1,58
180,1324,1,Bf,1,12
98,1325,1,Bf,1,15
106,1325,1,Bf,1,32
162,1325,1,Bf,1,38
168,1325,1,Bf,1,140
173,1325,1,Bf,1,3
180,1325,3,Bf,1,489
181,1325,1,Bf,1,45
153,1326,1,Bf,1,26
154,1326,1,Bf,1,43
87,1327,1,Bf,0,80
160,1328,1,Bf,1,43
105,1329,1,Bf,1,78
140,1329,1,Bf,1,1
126,1330,1,Bf,1,15
46,1331,1,Bf,0,58
93,1332,1,Bf,1,175
127,1333,1,Bf,1,1
95,1334,1,Bf,1,13
157,1335,1,Bf,1,93
89,1336,1,Bf,0,2
153,1337,1,Bf,1,10
126,1338,1,Bf,1,4
168,1339,1,Bf,1,44
171,1339,1,Bf,1,138
171,1340,1,Bf,1,109
180,1341,1,Bf,1,6
140,1342,1,Bf,1,118
91,1343,1,Bf,0,7
181,1344,1,Bf,1,15
