news_no,user_no_x,news_spred_no,source,fake_news,followers_no,total_news_spread_no,news_weight
7,548,1,Bf,0,155,82,0
15,548,1,Bf,0,5,72,0
32,548,1,Bf,0,35,1134,11
44,548,1,Bf,0,49,99,0
46,548,1,Bf,0,3,285,2
50,548,1,Bf,0,9,67,0
66,548,1,Bf,0,35,212,2
86,548,1,Bf,0,76,68,0
168,548,1,Bf,1,57,678,6
173,548,1,Bf,1,9,46,0
180,548,1,Bf,1,38,1060,10
181,548,1,Bf,1,25,382,3
93,549,1,Bf,1,87,708,7
181,549,1,Bf,1,1,382,3
91,550,1,Bf,0,46,589,5
13,551,1,Bf,0,51,260,2
64,551,1,Bf,0,20,333,3
72,552,1,Bf,0,21,673,6
126,553,1,Bf,1,13,390,3
150,554,1,Bf,1,95,322,3
18,555,1,Bf,0,69,142,1
95,556,1,Bf,1,1,439,4
122,556,1,Bf,1,28,167,1
93,557,2,Bf,1,255,708,7
41,558,1,Bf,0,39,105,1
153,558,1,Bf,1,111,935,9
154,558,1,Bf,1,31,128,1
153,559,1,Bf,1,108,935,9
127,560,1,Bf,1,168,366,3
140,561,1,Bf,1,20,1020,10
90,562,1,Bf,0,2,19,0
66,563,1,Bf,0,25,212,2
171,564,1,Bf,1,88,511,5
180,565,1,Bf,1,21,1060,10
153,566,1,Bf,1,170,935,9
72,567,1,Bf,0,56,673,6
98,568,1,Bf,1,84,142,1
101,568,1,Bf,1,62,31,0
106,568,1,Bf,1,6,142,1
140,568,1,Bf,1,78,1020,10
168,568,1,Bf,1,84,678,6
180,568,2,Bf,1,8,1060,10
93,569,1,Bf,1,51,708,7
77,570,1,Bf,0,2,93,0
32,571,1,Bf,0,118,1134,11
91,572,1,Bf,0,2,589,5
32,573,1,Bf,0,4,1134,11
32,574,1,Bf,0,23,1134,11
56,575,1,Bf,0,11,278,2
93,576,1,Bf,1,2,708,7
180,577,2,Bf,1,25,1060,10
10,578,1,Bf,0,22,232,2
80,579,1,Bf,0,125,235,2
153,580,1,Bf,1,2,935,9
126,581,2,Bf,1,46,390,3
138,581,1,Bf,1,80,338,3
141,581,1,Bf,1,104,118,1
89,582,1,Bf,0,1,265,2
72,583,1,Bf,0,3,673,6
140,583,7,Bf,1,1,1020,10
180,583,2,Bf,1,5,1060,10
124,584,1,Bf,1,5,228,2
32,585,2,Bf,0,12,1134,11
42,585,1,Bf,0,2,570,5
89,585,1,Bf,0,93,265,2
160,585,1,Bf,1,14,60,0
91,586,1,Bf,0,209,589,5
5,587,1,Bf,0,3,94,0
7,587,1,Bf,0,22,82,0
42,587,1,Bf,0,32,570,5
51,587,1,Bf,0,20,62,0
71,587,1,Bf,0,2,61,0
86,587,1,Bf,0,39,68,0
168,588,1,Bf,1,2,678,6
91,589,1,Bf,0,2,589,5
91,590,1,Bf,0,12,589,5
124,591,1,Bf,1,1,228,2
171,592,1,Bf,1,1,511,5
82,593,1,Bf,0,49,105,1
5,594,1,Bf,0,14,94,0
44,594,1,Bf,0,1,99,0
121,595,1,Bf,1,1,78,0
126,596,1,Bf,1,8,390,3
72,597,1,Bf,0,77,673,6
150,597,1,Bf,1,6,322,3
92,598,1,Bf,1,7,13,0
135,598,1,Bf,1,3,49,0
151,598,1,Bf,1,104,156,1
72,599,1,Bf,0,11,673,6
6,600,1,Bf,0,6,477,4
10,600,1,Bf,0,3,232,2
15,600,1,Bf,0,7,72,0
21,600,1,Bf,0,4,84,0
41,600,1,Bf,0,12,105,1
42,600,1,Bf,0,5,570,5
77,600,1,Bf,0,96,93,0
82,600,1,Bf,0,28,105,1
109,601,1,Bf,1,54,192,1
87,602,1,Bf,0,24,754,7
168,603,1,Bf,1,19,678,6
127,604,1,Bf,1,21,366,3
45,605,1,Bf,0,12,1197,11
93,606,1,Bf,1,4,708,7
155,607,1,Bf,1,52,61,0
138,608,1,Bf,1,114,338,3
93,609,1,Bf,1,4,708,7
153,610,1,Bf,1,112,935,9
138,611,1,Bf,1,84,338,3
45,612,1,Bf,0,87,1197,11
57,612,1,Bf,0,6,224,2
64,612,1,Bf,0,5,333,3
66,612,1,Bf,0,9,212,2
73,612,1,Bf,0,122,216,2
93,613,1,Bf,1,1,708,7
110,614,1,Bf,1,3,112,1
140,615,1,Bf,1,2,1020,10
23,616,1,Bf,0,317,274,2
45,616,1,Bf,0,88,1197,11
64,616,1,Bf,0,11,333,3
87,617,1,Bf,0,1,754,7
87,618,1,Bf,0,119,754,7
140,619,1,Bf,1,11,1020,10
45,620,1,Bf,0,24,1197,11
171,621,1,Bf,1,107,511,5
10,622,1,Bf,0,6,232,2
138,623,1,Bf,1,67,338,3
32,624,1,Bf,0,9,1134,11
56,625,1,Bf,0,122,278,2
98,626,1,Bf,1,15,142,1
106,626,1,Bf,1,42,142,1
109,626,1,Bf,1,1,192,1
42,627,1,Bf,0,17,570,5
91,628,1,Bf,0,9,589,5
72,629,1,Bf,0,5,673,6
64,630,1,Bf,0,62,333,3
6,631,1,Bf,0,17,477,4
110,631,1,Bf,1,3,112,1
121,631,1,Bf,1,8,78,0
180,631,2,Bf,1,19,1060,10
45,632,1,Bf,0,92,1197,11
93,633,1,Bf,1,259,708,7
32,634,1,Bf,0,20,1134,11
45,635,2,Bf,0,54,1197,11
142,636,1,Bf,1,1,246,2
77,637,1,Bf,0,3,93,0
72,638,1,Bf,0,14,673,6
150,639,1,Bf,1,36,322,3
153,639,1,Bf,1,13,935,9
32,640,1,Bf,0,30,1134,11
42,640,2,Bf,0,19,570,5
87,640,1,Bf,0,9,754,7
89,640,1,Bf,0,14,265,2
91,640,1,Bf,0,16,589,5
124,641,1,Bf,1,14,228,2
162,642,1,Bf,1,17,99,0
167,643,1,Bf,1,22,38,0
44,644,1,Bf,0,3,99,0
153,645,1,Bf,1,44,935,9
115,646,2,Bf,1,5,217,2
126,647,1,Bf,1,111,390,3
10,648,1,Bf,0,65,232,2
42,649,1,Bf,0,6,570,5
45,650,2,Bf,0,7,1197,11
68,651,1,Bf,0,50,70,0
76,652,1,Bf,0,2,20,0
72,653,1,Bf,0,3,673,6
150,654,1,Bf,1,4,322,3
72,655,1,Bf,0,18,673,6
140,656,1,Bf,1,9,1020,10
141,656,1,Bf,1,4,118,1
162,656,1,Bf,1,84,99,0
180,656,1,Bf,1,8,1060,10
10,657,1,Bf,0,33,232,2
51,657,1,Bf,0,165,62,0
80,657,1,Bf,0,107,235,2
89,658,1,Bf,0,163,265,2
91,659,1,Bf,0,43,589,5
32,660,1,Bf,0,52,1134,11
45,660,1,Bf,0,52,1197,11
22,661,1,Bf,0,8,29,0
54,661,1,Bf,0,1,13,0
149,661,1,Bf,1,1,18,0
152,661,1,Bf,1,3,36,0
153,661,1,Bf,1,9,935,9
155,661,1,Bf,1,1,61,0
44,662,1,Bf,0,135,99,0
136,663,1,Bf,1,17,84,0
168,663,1,Bf,1,15,678,6
95,664,1,Bf,1,2,439,4
126,664,1,Bf,1,135,390,3
56,665,1,Bf,0,11,278,2
93,666,1,Bf,1,79,708,7
32,667,1,Bf,0,1,1134,11
169,668,1,Bf,1,1,205,2
32,669,1,Bf,0,1,1134,11
140,670,1,Bf,1,106,1020,10
168,670,1,Bf,1,8,678,6
180,670,1,Bf,1,7,1060,10
6,671,1,Bf,0,7,477,4
72,672,1,Bf,0,8,673,6
93,673,1,Bf,1,43,708,7
20,674,1,Bf,0,5,19,0
140,675,1,Bf,1,18,1020,10
142,676,1,Bf,1,10,246,2
32,677,1,Bf,0,20,1134,11
42,678,1,Bf,0,9,570,5
23,679,1,Bf,0,5,274,2
45,679,1,Bf,0,548,1197,11
64,679,1,Bf,0,1,333,3
80,679,1,Bf,0,41,235,2
180,680,1,Bf,1,29,1060,10
181,681,1,Bf,1,161,382,3
87,682,1,Bf,0,26,754,7
45,683,1,Bf,0,12,1197,11
72,683,1,Bf,0,51,673,6
77,683,1,Bf,0,10,93,0
3,684,1,Bf,0,154,56,0
5,684,1,Bf,0,32,94,0
7,684,1,Bf,0,19,82,0
9,684,1,Bf,0,7,83,0
34,684,1,Bf,0,6,84,0
116,685,1,Bf,1,140,37,0
6,686,1,Bf,0,32,477,4
32,687,1,Bf,0,209,1134,11
138,688,1,Bf,1,55,338,3
45,689,2,Bf,0,1,1197,11
64,689,2,Bf,0,59,333,3
140,690,1,Bf,1,12,1020,10
181,690,1,Bf,1,99,382,3
43,691,3,Bf,0,4,34,0
93,691,1,Bf,1,114,708,7
115,691,1,Bf,1,5,217,2
140,691,2,Bf,1,45,1020,10
87,692,2,Bf,0,23,754,7
6,693,1,Bf,0,12,477,4
142,694,1,Bf,1,8,246,2
18,695,1,Bf,0,3,142,1
138,696,1,Bf,1,11,338,3
138,697,1,Bf,1,6,338,3
142,698,1,Bf,1,49,246,2
180,699,2,Bf,1,849,1060,10
126,700,1,Bf,1,147,390,3
168,701,1,Bf,1,3,678,6
180,701,1,Bf,1,192,1060,10
181,701,1,Bf,1,6,382,3
95,702,1,Bf,1,2,439,4
72,703,1,Bf,0,4,673,6
153,704,1,Bf,1,38,935,9
153,705,1,Bf,1,22,935,9
87,706,1,Bf,0,25,754,7
46,707,2,Bf,0,7,285,2
142,708,1,Bf,1,21,246,2
13,709,1,Bf,0,48,260,2
42,709,1,Bf,0,8,570,5
142,710,1,Bf,1,236,246,2
140,711,1,Bf,1,20,1020,10
17,712,1,Bf,0,17,155,1
22,713,1,Bf,0,54,29,0
56,714,1,Bf,0,7,278,2
180,715,1,Bf,1,23,1060,10
32,716,2,Bf,0,7,1134,11
45,717,1,Bf,0,2,1197,11
93,718,1,Bf,1,64,708,7
136,718,1,Bf,1,24,84,0
32,719,1,Bf,0,28,1134,11
57,720,1,Bf,0,299,224,2
64,721,1,Bf,0,2,333,3
168,722,1,Bf,1,3,678,6
10,723,1,Bf,0,12,232,2
140,724,1,Bf,1,18,1020,10
95,725,1,Bf,1,26,439,4
105,725,1,Bf,1,202,111,1
138,725,1,Bf,1,3,338,3
93,726,1,Bf,1,83,708,7
150,727,1,Bf,1,193,322,3
180,728,1,Bf,1,116,1060,10
168,729,1,Bf,1,6,678,6
91,730,1,Bf,0,1,589,5
140,731,1,Bf,1,139,1020,10
153,732,1,Bf,1,173,935,9
105,733,1,Bf,1,80,111,1
32,734,1,Bf,0,134,1134,11
2,735,1,Bf,0,89,52,0
150,736,1,Bf,1,62,322,3
45,737,1,Bf,0,22,1197,11
57,737,1,Bf,0,25,224,2
64,737,1,Bf,0,3,333,3
66,737,1,Bf,0,11,212,2
73,737,1,Bf,0,3,216,2
109,738,1,Bf,1,12,192,1
45,739,1,Bf,0,129,1197,11
153,740,1,Bf,1,1,935,9
72,741,1,Bf,0,49,673,6
140,742,1,Bf,1,5,1020,10
180,742,1,Bf,1,125,1060,10
78,743,1,Bf,0,5,83,0
168,744,1,Bf,1,30,678,6
32,745,1,Bf,0,5,1134,11
32,746,1,Bf,0,25,1134,11
6,747,1,Bf,0,5,477,4
10,748,1,Bf,0,75,232,2
15,748,1,Bf,0,4,72,0
21,748,1,Bf,0,40,84,0
41,748,1,Bf,0,2,105,1
42,748,1,Bf,0,4,570,5
46,748,1,Bf,0,118,285,2
72,748,1,Bf,0,1,673,6
153,749,1,Bf,1,21,935,9
180,750,1,Bf,1,273,1060,10
93,751,1,Bf,1,12,708,7
115,752,1,Bf,1,52,217,2
38,753,1,Bf,0,134,32,0
181,754,1,Bf,1,3,382,3
124,755,1,Bf,1,124,228,2
142,756,1,Bf,1,234,246,2
112,757,1,Bf,1,7,89,0
168,758,1,Bf,1,1,678,6
169,759,1,Bf,1,10,205,2
87,760,1,Bf,0,54,754,7
126,761,1,Bf,1,4,390,3
93,762,1,Bf,1,12,708,7
95,762,1,Bf,1,15,439,4
64,763,1,Bf,0,118,333,3
93,764,1,Bf,1,39,708,7
140,765,1,Bf,1,32,1020,10
114,766,1,Bf,1,1,20,0
124,767,1,Bf,1,20,228,2
87,768,1,Bf,0,30,754,7
153,769,1,Bf,1,49,935,9
173,770,1,Bf,1,5,46,0
10,771,1,Bf,0,53,232,2
15,771,1,Bf,0,176,72,0
21,771,2,Bf,0,1,84,0
41,771,1,Bf,0,27,105,1
42,771,1,Bf,0,5,570,5
95,772,1,Bf,1,1,439,4
124,772,1,Bf,1,166,228,2
153,773,1,Bf,1,12,935,9
95,774,1,Bf,1,104,439,4
142,775,1,Bf,1,50,246,2
124,776,1,Bf,1,1,228,2
153,777,1,Bf,1,3,935,9
32,778,1,Bf,0,5,1134,11
93,779,1,Bf,1,2,708,7
122,780,1,Bf,1,30,167,1
87,781,1,Bf,0,74,754,7
89,782,1,Bf,0,22,265,2
91,782,1,Bf,0,15,589,5
72,783,1,Bf,0,5,673,6
93,784,1,Bf,1,411,708,7
180,784,1,Bf,1,79,1060,10
64,785,1,Bf,0,22,333,3
124,786,1,Bf,1,44,228,2
45,787,1,Bf,0,1,1197,11
87,788,2,Bf,0,139,754,7
171,789,1,Bf,1,5,511,5
32,790,1,Bf,0,51,1134,11
23,791,1,Bf,0,1,274,2
46,791,1,Bf,0,5,285,2
110,792,1,Bf,1,31,112,1
16,793,1,Bf,0,6,145,1
57,794,1,Bf,0,74,224,2
56,795,1,Bf,0,2,278,2
77,795,1,Bf,0,1,93,0
22,796,1,Bf,0,1,29,0
103,796,1,Bf,1,76,10,0
135,796,1,Bf,1,242,49,0
150,796,1,Bf,1,10,322,3
155,796,1,Bf,1,30,61,0
87,797,1,Bf,0,7,754,7
6,798,1,Bf,0,15,477,4
45,799,1,Bf,0,5,1197,11
56,800,1,Bf,0,15,278,2
180,801,1,Bf,1,7,1060,10
6,802,1,Bf,0,5,477,4
18,802,1,Bf,0,38,142,1
19,802,1,Bf,0,256,38,0
20,802,1,Bf,0,50,19,0
25,802,1,Bf,0,9,13,0
29,802,1,Bf,0,41,44,0
30,802,1,Bf,0,18,43,0
37,802,2,Bf,0,6,18,0
49,802,1,Bf,0,8,13,0
55,802,1,Bf,0,1,41,0
59,802,1,Bf,0,2,15,0
78,802,1,Bf,0,2,83,0
87,802,1,Bf,0,39,754,7
89,802,1,Bf,0,6,265,2
91,802,1,Bf,0,2,589,5
140,802,1,Bf,1,57,1020,10
140,803,1,Bf,1,74,1020,10
127,804,1,Bf,1,122,366,3
58,805,1,Bf,0,17,63,0
180,806,1,Bf,1,3,1060,10
153,807,1,Bf,1,34,935,9
32,808,1,Bf,0,40,1134,11
140,809,1,Bf,1,3,1020,10
6,810,1,Bf,0,43,477,4
95,811,1,Bf,1,6,439,4
132,812,1,Bf,1,10,14,0
133,812,1,Bf,1,20,8,0
87,813,3,Bf,0,1,754,7
150,813,1,Bf,1,24,322,3
32,814,1,Bf,0,9,1134,11
87,815,1,Bf,0,78,754,7
180,816,1,Bf,1,13,1060,10
32,817,1,Bf,0,1,1134,11
105,818,1,Bf,1,21,111,1
153,819,1,Bf,1,11,935,9
23,820,1,Bf,0,1,274,2
57,820,1,Bf,0,19,224,2
85,820,1,Bf,0,9,46,0
142,821,1,Bf,1,7,246,2
150,822,1,Bf,1,205,322,3
84,823,1,Bf,0,3,32,0
81,824,1,Bf,0,33,47,0
42,825,1,Bf,0,2,570,5
126,826,1,Bf,1,61,390,3
43,827,1,Bf,0,4,34,0
181,828,1,Bf,1,1,382,3
72,829,1,Bf,0,6,673,6
168,830,1,Bf,1,81,678,6
180,830,1,Bf,1,11,1060,10
72,831,2,Bf,0,34,673,6
93,832,1,Bf,1,12,708,7
105,832,1,Bf,1,45,111,1
109,832,1,Bf,1,7,192,1
128,832,1,Bf,1,19,13,0
181,832,1,Bf,1,2,382,3
6,833,1,Bf,0,20,477,4
44,834,1,Bf,0,10,99,0
153,835,1,Bf,1,16,935,9
126,836,1,Bf,1,71,390,3
78,837,1,Bf,0,5,83,0
93,838,1,Bf,1,20,708,7
109,838,1,Bf,1,1,192,1
171,838,1,Bf,1,12,511,5
180,838,1,Bf,1,1,1060,10
93,839,1,Bf,1,2,708,7
168,839,1,Bf,1,8,678,6
45,840,1,Bf,0,21,1197,11
143,841,1,Bf,1,19,73,0
32,842,1,Bf,0,2,1134,11
6,843,1,Bf,0,3,477,4
45,844,1,Bf,0,2,1197,11
150,845,1,Bf,1,15,322,3
154,845,1,Bf,1,28,128,1
32,846,1,Bf,0,4,1134,11
45,847,1,Bf,0,102,1197,11
32,848,1,Bf,0,21,1134,11
180,849,1,Bf,1,50,1060,10
16,850,1,Bf,0,59,145,1
32,851,1,Bf,0,6,1134,11
56,852,1,Bf,0,141,278,2
2,853,2,Bf,0,140,52,0
5,853,1,Bf,0,3,94,0
9,853,1,Bf,0,1,83,0
42,853,2,Bf,0,1,570,5
45,853,2,Bf,0,67,1197,11
64,853,2,Bf,0,2,333,3
66,853,1,Bf,0,4,212,2
72,853,1,Bf,0,6,673,6
153,854,1,Bf,1,43,935,9
153,855,1,Bf,1,3,935,9
151,856,1,Bf,1,16,156,1
168,857,1,Bf,1,86,678,6
140,858,1,Bf,1,6,1020,10
18,859,2,Bf,0,1,142,1
42,859,1,Bf,0,3,570,5
55,859,2,Bf,0,10,41,0
81,859,1,Bf,0,8,47,0
87,859,1,Bf,0,13,754,7
6,860,1,Bf,0,3,477,4
150,861,1,Bf,1,4,322,3
46,862,1,Bf,0,16,285,2
153,863,1,Bf,1,29,935,9
181,864,1,Bf,1,421,382,3
168,865,1,Bf,1,41,678,6
93,866,2,Bf,1,159,708,7
140,866,2,Bf,1,3,1020,10
171,866,1,Bf,1,114,511,5
181,866,2,Bf,1,2,382,3
109,867,1,Bf,1,8,192,1
98,868,1,Bf,1,29,142,1
100,868,2,Bf,1,20,129,1
106,868,1,Bf,1,3,142,1
140,868,1,Bf,1,8,1020,10
142,868,1,Bf,1,2,246,2
171,868,1,Bf,1,1,511,5
168,869,1,Bf,1,9,678,6
72,870,1,Bf,0,6,673,6
13,871,1,Bf,0,35,260,2
127,872,1,Bf,1,10,366,3
150,873,1,Bf,1,10,322,3
13,874,1,Bf,0,50,260,2
72,875,1,Bf,0,2,673,6
42,876,1,Bf,0,142,570,5
72,877,1,Bf,0,2,673,6
153,878,1,Bf,1,9,935,9
168,879,1,Bf,1,5,678,6
87,880,1,Bf,0,8,754,7
173,881,1,Bf,1,24,46,0
115,882,1,Bf,1,20,217,2
56,883,1,Bf,0,4,278,2
37,884,1,Bf,0,5,18,0
42,884,1,Bf,0,19,570,5
68,884,1,Bf,0,20,70,0
72,884,1,Bf,0,81,673,6
87,884,1,Bf,0,19,754,7
91,884,1,Bf,0,15,589,5
32,885,1,Bf,0,23,1134,11
58,886,1,Bf,0,10,63,0
171,886,3,Bf,1,10,511,5
89,887,1,Bf,0,112,265,2
121,887,1,Bf,1,6,78,0
126,887,1,Bf,1,53,390,3
169,887,2,Bf,1,18,205,2
124,888,1,Bf,1,26,228,2
140,889,2,Bf,1,122,1020,10
42,890,1,Bf,0,126,570,5
153,891,1,Bf,1,2,935,9
72,892,1,Bf,0,5,673,6
153,893,1,Bf,1,10,935,9
32,894,1,Bf,0,12,1134,11
89,895,1,Bf,0,8,265,2
140,896,1,Bf,1,21,1020,10
98,897,1,Bf,1,10,142,1
106,897,1,Bf,1,6,142,1
7,898,1,Bf,0,35,82,0
42,898,1,Bf,0,23,570,5
142,899,1,Bf,1,4,246,2
32,900,1,Bf,0,10,1134,11
56,900,1,Bf,0,1,278,2
12,901,1,Bf,0,6,19,0
18,901,1,Bf,0,1,142,1
32,901,1,Bf,0,1,1134,11
42,901,1,Bf,0,12,570,5
52,901,1,Bf,0,2,33,0
55,901,1,Bf,0,6,41,0
81,901,1,Bf,0,22,47,0
87,901,2,Bf,0,1,754,7
80,902,1,Bf,0,13,235,2
153,903,1,Bf,1,8,935,9
32,904,1,Bf,0,67,1134,11
180,904,1,Bf,1,28,1060,10
153,905,1,Bf,1,81,935,9
32,906,1,Bf,0,14,1134,11
9,907,1,Bf,0,5,83,0
126,908,1,Bf,1,1,390,3
150,909,1,Bf,1,57,322,3
151,909,1,Bf,1,1,156,1
32,910,1,Bf,0,12,1134,11
108,911,1,Bf,1,105,14,0
171,912,1,Bf,1,16,511,5
54,913,1,Bf,0,4,13,0
80,913,1,Bf,0,9,235,2
154,914,1,Bf,1,45,128,1
46,915,1,Bf,0,89,285,2
126,916,1,Bf,1,72,390,3
45,917,1,Bf,0,30,1197,11
57,917,2,Bf,0,47,224,2
64,917,2,Bf,0,4,333,3
66,917,2,Bf,0,42,212,2
73,917,2,Bf,0,5,216,2
81,918,1,Bf,0,63,47,0
171,919,1,Bf,1,3,511,5
124,920,2,Bf,1,32,228,2
157,920,1,Bf,1,5,39,0
153,921,1,Bf,1,31,935,9
45,922,1,Bf,0,18,1197,11
13,923,1,Bf,0,2,260,2
147,924,1,Bf,1,34,45,0
180,925,1,Bf,1,40,1060,10
44,926,1,Bf,0,6,99,0
126,927,1,Bf,1,1,390,3
95,928,1,Bf,1,187,439,4
171,928,1,Bf,1,3,511,5
100,929,1,Bf,1,4,129,1
32,930,1,Bf,0,4,1134,11
168,930,1,Bf,1,145,678,6
180,930,1,Bf,1,17,1060,10
153,931,1,Bf,1,1,935,9
87,932,1,Bf,0,3,754,7
113,933,1,Bf,1,2,128,1
138,934,1,Bf,1,8,338,3
168,935,1,Bf,1,1,678,6
104,936,2,Bf,1,150,42,0
130,936,2,Bf,1,61,42,0
171,936,1,Bf,1,35,511,5
153,937,1,Bf,1,16,935,9
127,938,1,Bf,1,559,366,3
32,939,1,Bf,0,9,1134,11
5,940,1,Bf,0,84,94,0
17,940,1,Bf,0,6,155,1
23,940,1,Bf,0,72,274,2
42,940,1,Bf,0,121,570,5
98,941,1,Bf,1,382,142,1
106,941,1,Bf,1,56,142,1
113,942,1,Bf,1,28,128,1
120,942,1,Bf,1,11,46,0
138,942,1,Bf,1,92,338,3
144,942,1,Bf,1,14,46,0
148,942,1,Bf,1,13,116,1
45,943,1,Bf,0,2,1197,11
6,944,1,Bf,0,17,477,4
19,944,1,Bf,0,8,38,0
42,944,1,Bf,0,18,570,5
45,944,1,Bf,0,17,1197,11
68,944,2,Bf,0,84,70,0
73,944,1,Bf,0,59,216,2
80,944,1,Bf,0,8,235,2
151,945,1,Bf,1,60,156,1
150,946,1,Bf,1,123,322,3
152,946,1,Bf,1,7,36,0
140,947,1,Bf,1,6,1020,10
17,948,1,Bf,0,40,155,1
95,949,1,Bf,1,4,439,4
89,950,1,Bf,0,204,265,2
45,951,1,Bf,0,20,1197,11
13,952,1,Bf,0,12,260,2
45,953,1,Bf,0,96,1197,11
93,954,1,Bf,1,26,708,7
140,954,1,Bf,1,112,1020,10
171,954,2,Bf,1,16,511,5
29,955,1,Bf,0,72,44,0
46,956,1,Bf,0,76,285,2
7,957,1,Bf,0,36,82,0
45,958,1,Bf,0,56,1197,11
127,959,1,Bf,1,23,366,3
32,960,1,Bf,0,2,1134,11
32,961,1,Bf,0,46,1134,11
32,962,1,Bf,0,4,1134,11
168,962,1,Bf,1,22,678,6
180,962,2,Bf,1,2,1060,10
91,963,1,Bf,0,112,589,5
181,964,1,Bf,1,2,382,3
44,965,1,Bf,0,48,99,0
93,966,3,Bf,1,8,708,7
95,966,3,Bf,1,12,439,4
100,966,1,Bf,1,18,129,1
113,966,1,Bf,1,5,128,1
115,966,1,Bf,1,13,217,2
122,966,1,Bf,1,2,167,1
125,966,1,Bf,1,2,200,2
126,966,1,Bf,1,25,390,3
136,966,1,Bf,1,100,84,0
140,966,3,Bf,1,2,1020,10
142,966,1,Bf,1,4,246,2
148,966,1,Bf,1,2,116,1
163,966,1,Bf,1,6,49,0
169,966,1,Bf,1,52,205,2
172,966,1,Bf,1,5,26,0
175,966,1,Bf,1,9,41,0
126,967,1,Bf,1,8,390,3
17,968,1,Bf,0,4,155,1
23,968,1,Bf,0,7,274,2
44,968,1,Bf,0,15,99,0
168,968,1,Bf,1,8,678,6
32,969,1,Bf,0,34,1134,11
91,969,1,Bf,0,55,589,5
104,969,1,Bf,1,18,42,0
115,969,1,Bf,1,1,217,2
130,969,1,Bf,1,3,42,0
139,969,1,Bf,1,59,17,0
141,969,1,Bf,1,79,118,1
142,969,1,Bf,1,15,246,2
168,969,1,Bf,1,1,678,6
169,969,1,Bf,1,182,205,2
171,969,1,Bf,1,47,511,5
95,970,2,Bf,1,35,439,4
138,970,1,Bf,1,6,338,3
180,970,1,Bf,1,43,1060,10
113,971,1,Bf,1,37,128,1
122,971,1,Bf,1,44,167,1
125,971,1,Bf,1,557,200,2
136,971,1,Bf,1,11,84,0
139,971,1,Bf,1,1,17,0
140,971,1,Bf,1,8,1020,10
141,971,1,Bf,1,1,118,1
142,971,1,Bf,1,23,246,2
171,971,1,Bf,1,7,511,5
180,972,1,Bf,1,13,1060,10
136,973,1,Bf,1,3,84,0
140,973,1,Bf,1,2,1020,10
126,974,1,Bf,1,128,390,3
171,974,1,Bf,1,1,511,5
93,975,1,Bf,1,5,708,7
169,976,1,Bf,1,47,205,2
113,977,1,Bf,1,2,128,1
126,978,1,Bf,1,17,390,3
42,979,1,Bf,0,3,570,5
168,980,1,Bf,1,622,678,6
115,981,1,Bf,1,5,217,2
140,981,1,Bf,1,17,1020,10
171,981,1,Bf,1,20,511,5
153,982,1,Bf,1,49,935,9
105,983,1,Bf,1,9,111,1
40,984,1,Bf,0,121,12,0
32,985,1,Bf,0,38,1134,11
87,986,1,Bf,0,18,754,7
140,987,1,Bf,1,2,1020,10
72,988,1,Bf,0,1,673,6
72,989,1,Bf,0,70,673,6
140,990,1,Bf,1,13,1020,10
32,991,1,Bf,0,11,1134,11
56,992,1,Bf,0,22,278,2
140,993,1,Bf,1,130,1020,10
45,994,1,Bf,0,1,1197,11
89,995,1,Bf,0,13,265,2
168,996,1,Bf,1,3,678,6
180,996,1,Bf,1,69,1060,10
153,997,1,Bf,1,47,935,9
32,998,1,Bf,0,101,1134,11
42,999,1,Bf,0,42,570,5
45,1000,1,Bf,0,47,1197,11
95,1001,1,Bf,1,22,439,4
98,1001,1,Bf,1,5,142,1
106,1001,1,Bf,1,1209,142,1
171,1001,1,Bf,1,37,511,5
23,1002,1,Bf,0,8,274,2
153,1003,1,Bf,1,41,935,9
23,1004,1,Bf,0,38,274,2
45,1004,1,Bf,0,6,1197,11
57,1004,1,Bf,0,27,224,2
64,1004,1,Bf,0,6,333,3
66,1004,1,Bf,0,8,212,2
73,1004,1,Bf,0,100,216,2
127,1005,1,Bf,1,60,366,3
142,1006,2,Bf,1,1,246,2
125,1007,1,Bf,1,20,200,2
9,1008,1,Bf,0,11,83,0
153,1009,1,Bf,1,15,935,9
153,1010,1,Bf,1,15,935,9
80,1011,1,Bf,0,2,235,2
45,1012,1,Bf,0,8,1197,11
10,1013,1,Bf,0,35,232,2
21,1013,1,Bf,0,18,84,0
41,1013,1,Bf,0,3,105,1
42,1013,1,Bf,0,57,570,5
91,1014,4,Bf,0,7,589,5
99,1015,1,Bf,1,50,20,0
112,1015,1,Bf,1,1,89,0
180,1016,1,Bf,1,6,1060,10
95,1017,1,Bf,1,17,439,4
142,1017,1,Bf,1,11,246,2
38,1018,1,Bf,0,5,32,0
100,1019,1,Bf,1,72,129,1
168,1020,3,Bf,1,603,678,6
127,1021,1,Bf,1,5,366,3
180,1022,1,Bf,1,21,1060,10
6,1023,1,Bf,0,62,477,4
140,1024,1,Bf,1,2,1020,10
171,1025,1,Bf,1,15,511,5
93,1026,1,Bf,1,132,708,7
32,1027,1,Bf,0,13,1134,11
142,1028,1,Bf,1,52,246,2
93,1029,1,Bf,1,93,708,7
72,1030,1,Bf,0,1,673,6
93,1030,1,Bf,1,26,708,7
109,1031,1,Bf,1,7,192,1
82,1032,1,Bf,0,52,105,1
127,1032,2,Bf,1,125,366,3
153,1033,1,Bf,1,155,935,9
153,1034,1,Bf,1,20,935,9
