news_no,user_no,user_spread_news_no_times,user_number_of_followers,following_accounts_number,fake_news,news_total_spread_no,user_total_fake_news_spread,user_total_news_spread,user_total_real_news_spread,user_total_probability_sharing_fake_news,user_total_probability_sharing_real_news
72,351,1,24,7,0,734,0,1,1,0.0,1.0
171,352,1,8,2,1,648,1,1,0,1.0,0.0
138,353,1,2,0,1,385,3,3,0,1.0,0.0
140,353,2,2,0,1,1193,3,3,0,1.0,0.0
45,354,1,22,0,0,1396,0,1,1,0.0,1.0
32,355,1,51,27,0,1228,0,1,1,0.0,1.0
93,356,1,118,93,1,840,1,1,0,1.0,0.0
93,357,1,8,52,1,840,6,6,0,1.0,0.0
100,357,2,8,52,1,138,6,6,0,1.0,0.0
113,357,1,8,52,1,136,6,6,0,1.0,0.0
141,357,2,8,52,1,128,6,6,0,1.0,0.0
91,358,1,49,47,0,627,0,1,1,0.0,1.0
127,359,1,16,4,1,379,1,1,0,1.0,0.0
80,360,1,2,1,0,253,0,2,2,0.0,1.0
87,360,1,2,1,0,823,0,2,2,0.0,1.0
180,361,1,38,8,1,1214,1,1,0,1.0,0.0
140,362,1,3,0,1,1193,1,1,0,1.0,0.0
93,363,1,51,117,1,840,1,1,0,1.0,0.0
58,364,1,3,3,0,66,1,2,1,0.5,0.5
126,364,1,3,3,1,440,1,2,1,0.5,0.5
46,365,1,44,27,0,315,0,1,1,0.0,1.0
173,366,1,20,16,1,47,1,1,0,1.0,0.0
93,367,1,2,0,1,840,2,2,0,1.0,0.0
141,367,1,2,0,1,128,2,2,0,1.0,0.0
77,368,1,3,3,0,98,0,1,1,0.0,1.0
32,369,1,2,1,0,1228,0,1,1,0.0,1.0
56,370,1,9,0,0,306,0,1,1,0.0,1.0
91,371,1,24,393,0,627,0,1,1,0.0,1.0
107,372,1,18,5,1,54,2,2,0,1.0,0.0
141,372,1,18,5,1,128,2,2,0,1.0,0.0
89,373,1,79,38,0,289,1,2,1,0.5,0.5
140,373,1,79,38,1,1193,1,2,1,0.5,0.5
45,374,1,5,1,0,1396,0,1,1,0.0,1.0
43,375,1,2,1,0,37,3,4,1,0.75,0.25
110,375,1,2,1,1,128,3,4,1,0.75,0.25
138,375,1,2,1,1,385,3,4,1,0.75,0.25
143,375,1,2,1,1,79,3,4,1,0.75,0.25
10,376,1,29,17,0,262,0,1,1,0.0,1.0
42,377,1,30,13,0,735,0,2,2,0.0,1.0
45,377,1,30,13,0,1396,0,2,2,0.0,1.0
127,378,1,8,0,1,379,1,1,0,1.0,0.0
30,379,1,1,0,0,44,0,1,1,0.0,1.0
153,380,1,1,1,1,957,1,1,0,1.0,0.0
180,381,1,2,0,1,1214,1,1,0,1.0,0.0
171,382,2,21,3,1,648,2,2,0,1.0,0.0
98,383,1,9,0,1,157,2,2,0,1.0,0.0
106,383,1,9,0,1,157,2,2,0,1.0,0.0
17,384,1,1,0,0,188,0,1,1,0.0,1.0
140,385,1,5,1,1,1193,1,1,0,1.0,0.0
126,386,1,32,3,1,440,1,1,0,1.0,0.0
45,387,2,36,0,0,1396,0,2,2,0.0,1.0
112,388,1,1,1,1,89,1,1,0,1.0,0.0
113,389,1,553,844,1,136,1,1,0,1.0,0.0
93,390,1,41,18,1,840,1,1,0,1.0,0.0
56,391,1,11,2,0,306,0,1,1,0.0,1.0
171,392,2,8,3,1,648,2,2,0,1.0,0.0
115,393,1,130,113,1,243,1,1,0,1.0,0.0
23,394,1,1,0,0,284,0,3,3,0.0,1.0
45,394,1,1,0,0,1396,0,3,3,0.0,1.0
64,394,1,1,0,0,356,0,3,3,0.0,1.0
125,395,1,2,4,1,212,1,1,0,1.0,0.0
87,396,1,17,9,0,823,0,1,1,0.0,1.0
56,397,1,174,172,0,306,0,3,3,0.0,1.0
87,397,2,174,172,0,823,0,3,3,0.0,1.0
150,398,1,7,0,1,337,2,2,0,1.0,0.0
152,398,1,7,0,1,36,2,2,0,1.0,0.0
61,399,9,4,1,0,17,0,9,9,0.0,1.0
127,400,1,2,1,1,379,1,1,0,1.0,0.0
153,401,1,9,9,1,957,1,1,0,1.0,0.0
138,402,1,1,1,1,385,1,1,0,1.0,0.0
56,403,1,8,8,0,306,0,1,1,0.0,1.0
93,404,1,18,6,1,840,2,2,0,1.0,0.0
180,404,1,18,6,1,1214,2,2,0,1.0,0.0
45,405,1,112,101,0,1396,0,1,1,0.0,1.0
6,406,1,93,84,0,521,0,1,1,0.0,1.0
13,407,1,24,16,0,273,0,1,1,0.0,1.0
25,408,1,5,0,0,13,0,2,2,0.0,1.0
91,408,1,5,0,0,627,0,2,2,0.0,1.0
1,409,1,1,0,0,13,2,4,2,0.5,0.5
88,409,1,1,0,0,3,2,4,2,0.5,0.5
108,409,1,1,0,1,17,2,4,2,0.5,0.5
168,409,1,1,0,1,744,2,4,2,0.5,0.5
180,410,1,74,62,1,1214,1,1,0,1.0,0.0
138,411,1,62,60,1,385,1,1,0,1.0,0.0
153,412,1,39,12,1,957,1,1,0,1.0,0.0
6,413,1,5,1,0,521,0,1,1,0.0,1.0
92,414,1,27,0,1,13,2,2,0,1.0,0.0
135,414,1,27,0,1,49,2,2,0,1.0,0.0
87,415,1,81,58,0,823,0,1,1,0.0,1.0
87,416,1,1,2,0,823,0,1,1,0.0,1.0
94,417,1,20,3,1,8,1,1,0,1.0,0.0
115,418,1,150,158,1,243,1,1,0,1.0,0.0
87,419,1,68,15,0,823,0,1,1,0.0,1.0
32,420,1,6,5,0,1228,0,1,1,0.0,1.0
125,421,1,10,1,1,212,2,2,0,1.0,0.0
138,421,1,10,1,1,385,2,2,0,1.0,0.0
32,422,1,26,77,0,1228,0,1,1,0.0,1.0
57,423,1,5,1,0,232,0,1,1,0.0,1.0
43,424,1,2,0,0,37,1,2,1,0.5,0.5
128,424,1,2,0,1,14,1,2,1,0.5,0.5
6,425,1,13,1,0,521,0,1,1,0.0,1.0
87,426,1,1,0,0,823,0,1,1,0.0,1.0
6,427,1,17,0,0,521,0,1,1,0.0,1.0
140,428,1,75,9,1,1193,3,3,0,1.0,0.0
142,428,1,75,9,1,271,3,3,0,1.0,0.0
148,428,1,75,9,1,127,3,3,0,1.0,0.0
2,429,1,1,0,0,64,0,2,2,0.0,1.0
57,429,1,1,0,0,232,0,2,2,0.0,1.0
125,430,1,23,0,1,212,1,1,0,1.0,0.0
124,431,1,8,2,1,248,1,1,0,1.0,0.0
126,432,3,23,27,1,440,3,3,0,1.0,0.0
10,433,1,176,138,0,262,0,1,1,0.0,1.0
93,434,1,4,2,1,840,1,1,0,1.0,0.0
95,435,1,5,1,1,552,3,3,0,1.0,0.0
122,435,1,5,1,1,184,3,3,0,1.0,0.0
180,435,1,5,1,1,1214,3,3,0,1.0,0.0
72,436,2,1,0,0,734,0,2,2,0.0,1.0
105,437,1,370,374,1,119,1,1,0,1.0,0.0
10,438,1,53,50,0,262,0,2,2,0.0,1.0
81,438,1,53,50,0,52,0,2,2,0.0,1.0
42,439,1,0,1,0,735,0,1,1,0.0,1.0
6,440,1,16,4,0,521,0,1,1,0.0,1.0
136,441,1,5,1,1,91,1,1,0,1.0,0.0
124,442,1,19,22,1,248,1,1,0,1.0,0.0
80,443,1,15,0,0,253,0,1,1,0.0,1.0
126,444,1,1,0,1,440,1,1,0,1.0,0.0
32,445,1,13,1,0,1228,0,1,1,0.0,1.0
153,446,1,2,0,1,957,1,1,0,1.0,0.0
93,447,1,51,4,1,840,1,1,0,1.0,0.0
45,448,1,9,7,0,1396,0,1,1,0.0,1.0
87,449,1,188,174,0,823,0,1,1,0.0,1.0
153,450,1,0,3,1,957,1,1,0,1.0,0.0
95,451,2,36,41,1,552,3,3,0,1.0,0.0
140,451,1,36,41,1,1193,3,3,0,1.0,0.0
91,452,1,1,2,0,627,0,1,1,0.0,1.0
125,453,1,49,45,1,212,1,1,0,1.0,0.0
140,454,1,3,2,1,1193,1,1,0,1.0,0.0
16,455,1,37,40,0,147,0,1,1,0.0,1.0
142,456,1,2,0,1,271,2,2,0,1.0,0.0
143,456,1,2,0,1,79,2,2,0,1.0,0.0
126,457,1,9,0,1,440,1,1,0,1.0,0.0
13,458,1,100,91,0,273,0,1,1,0.0,1.0
80,459,1,1,1,0,253,0,1,1,0.0,1.0
153,460,1,3,0,1,957,1,1,0,1.0,0.0
100,461,1,93,83,1,138,4,4,0,1.0,0.0
104,461,1,93,83,1,47,4,4,0,1.0,0.0
125,461,1,93,83,1,212,4,4,0,1.0,0.0
130,461,1,93,83,1,47,4,4,0,1.0,0.0
32,462,1,13,2,0,1228,0,1,1,0.0,1.0
46,463,1,78,31,0,315,0,1,1,0.0,1.0
113,464,1,4,3,1,136,1,1,0,1.0,0.0
42,465,1,7,2,0,735,0,1,1,0.0,1.0
109,466,1,0,1,1,205,2,2,0,1.0,0.0
140,466,1,0,1,1,1193,2,2,0,1.0,0.0
17,467,1,43,1,0,188,0,1,1,0.0,1.0
140,468,1,12,2,1,1193,1,1,0,1.0,0.0
180,469,1,6,1,1,1214,1,1,0,1.0,0.0
45,470,1,20,17,0,1396,0,1,1,0.0,1.0
17,471,1,19,6,0,188,0,2,2,0.0,1.0
44,471,1,19,6,0,112,0,2,2,0.0,1.0
73,472,1,3,1,0,234,0,1,1,0.0,1.0
138,473,1,39,23,1,385,1,1,0,1.0,0.0
28,474,1,1,0,0,14,1,2,1,0.5,0.5
119,474,1,1,0,1,14,1,2,1,0.5,0.5
6,475,1,8,0,0,521,0,1,1,0.0,1.0
138,476,1,115,87,1,385,1,1,0,1.0,0.0
32,477,1,6,5,0,1228,0,1,1,0.0,1.0
42,478,1,4,5,0,735,0,1,1,0.0,1.0
32,479,2,7,1,0,1228,0,2,2,0.0,1.0
45,480,1,27,9,0,1396,0,1,1,0.0,1.0
72,481,1,41,36,0,734,0,1,1,0.0,1.0
45,482,1,14,11,0,1396,0,1,1,0.0,1.0
45,483,2,97,84,0,1396,0,2,2,0.0,1.0
32,484,1,3,1,0,1228,0,1,1,0.0,1.0
124,485,1,6,1,1,248,2,2,0,1.0,0.0
151,485,1,6,1,1,164,2,2,0,1.0,0.0
45,486,1,0,1,0,1396,0,2,2,0.0,1.0
64,486,1,0,1,0,356,0,2,2,0.0,1.0
140,487,2,27,1,1,1193,2,2,0,1.0,0.0
32,488,1,140,65,0,1228,0,1,1,0.0,1.0
150,489,1,22,3,1,337,1,1,0,1.0,0.0
136,490,1,5,4,1,91,1,1,0,1.0,0.0
60,491,1,1,0,0,12,0,2,2,0.0,1.0
87,491,1,1,0,0,823,0,2,2,0.0,1.0
140,492,1,38,13,1,1193,1,1,0,1.0,0.0
138,493,1,96,89,1,385,4,4,0,1.0,0.0
140,493,2,96,89,1,1193,4,4,0,1.0,0.0
169,493,1,96,89,1,219,4,4,0,1.0,0.0
168,494,1,5,0,1,744,2,2,0,1.0,0.0
180,494,1,5,0,1,1214,2,2,0,1.0,0.0
6,495,1,1,2,0,521,0,1,1,0.0,1.0
91,496,1,3,1,0,627,0,1,1,0.0,1.0
154,497,1,66,54,1,135,1,1,0,1.0,0.0
180,498,1,1,1,1,1214,1,1,0,1.0,0.0
87,499,1,3,1,0,823,1,2,1,0.5,0.5
150,499,1,3,1,1,337,1,2,1,0.5,0.5
32,500,1,0,1,0,1228,0,1,1,0.0,1.0
72,501,2,14,2,0,734,0,2,2,0.0,1.0
168,502,1,8,2,1,744,1,1,0,1.0,0.0
153,503,1,41,37,1,957,1,1,0,1.0,0.0
87,504,1,11,0,0,823,2,3,1,0.67,0.33
150,504,1,11,0,1,337,2,3,1,0.67,0.33
154,504,1,11,0,1,135,2,3,1,0.67,0.33
16,505,1,69,63,0,147,0,1,1,0.0,1.0
72,506,1,5,2,0,734,0,1,1,0.0,1.0
68,507,1,37,8,0,80,0,1,1,0.0,1.0
13,508,1,18,1,0,273,0,1,1,0.0,1.0
87,509,1,171,175,0,823,0,1,1,0.0,1.0
93,510,1,4,1,1,840,1,1,0,1.0,0.0
153,511,1,5,0,1,957,1,1,0,1.0,0.0
150,512,1,2,0,1,337,1,1,0,1.0,0.0
150,513,1,11,0,1,337,1,1,0,1.0,0.0
124,514,1,0,1,1,248,3,3,0,1.0,0.0
153,514,1,0,1,1,957,3,3,0,1.0,0.0
167,514,1,0,1,1,38,3,3,0,1.0,0.0
44,515,1,8,3,0,112,0,1,1,0.0,1.0
72,516,1,83,86,0,734,0,1,1,0.0,1.0
171,517,1,169,567,1,648,1,1,0,1.0,0.0
109,518,1,3,0,1,205,1,1,0,1.0,0.0
41,519,1,15,4,0,119,0,1,1,0.0,1.0
168,520,1,295,217,1,744,1,1,0,1.0,0.0
42,521,1,28,3,0,735,0,1,1,0.0,1.0
10,522,1,13,4,0,262,0,5,5,0.0,1.0
21,522,1,13,4,0,94,0,5,5,0.0,1.0
41,522,1,13,4,0,119,0,5,5,0.0,1.0
42,522,1,13,4,0,735,0,5,5,0.0,1.0
77,522,1,13,4,0,98,0,5,5,0.0,1.0
5,523,1,37,8,0,100,0,5,5,0.0,1.0
9,523,1,37,8,0,95,0,5,5,0.0,1.0
42,523,2,37,8,0,735,0,5,5,0.0,1.0
66,523,1,37,8,0,221,0,5,5,0.0,1.0
32,524,1,153,153,0,1228,0,1,1,0.0,1.0
80,525,1,4,0,0,253,0,1,1,0.0,1.0
140,526,1,146,128,1,1193,1,1,0,1.0,0.0
138,527,1,20,0,1,385,1,1,0,1.0,0.0
127,528,1,3,0,1,379,1,1,0,1.0,0.0
42,529,1,1,0,0,735,0,1,1,0.0,1.0
32,530,4,3,1,0,1228,0,4,4,0.0,1.0
100,531,1,9,2,1,138,1,1,0,1.0,0.0
2,532,1,12,7,0,64,0,17,17,0.0,1.0
3,532,1,12,7,0,59,0,17,17,0.0,1.0
5,532,1,12,7,0,100,0,17,17,0.0,1.0
7,532,1,12,7,0,87,0,17,17,0.0,1.0
9,532,1,12,7,0,95,0,17,17,0.0,1.0
17,532,1,12,7,0,188,0,17,17,0.0,1.0
34,532,1,12,7,0,90,0,17,17,0.0,1.0
42,532,2,12,7,0,735,0,17,17,0.0,1.0
50,532,1,12,7,0,71,0,17,17,0.0,1.0
51,532,1,12,7,0,68,0,17,17,0.0,1.0
57,532,1,12,7,0,232,0,17,17,0.0,1.0
66,532,1,12,7,0,221,0,17,17,0.0,1.0
73,532,1,12,7,0,234,0,17,17,0.0,1.0
80,532,1,12,7,0,253,0,17,17,0.0,1.0
85,532,1,12,7,0,49,0,17,17,0.0,1.0
86,532,1,12,7,0,72,0,17,17,0.0,1.0
150,533,1,41,14,1,337,1,1,0,1.0,0.0
17,534,1,7,0,0,188,0,1,1,0.0,1.0
6,535,1,33,16,0,521,0,1,1,0.0,1.0
93,536,1,6,1,1,840,1,1,0,1.0,0.0
72,537,1,12,20,0,734,0,1,1,0.0,1.0
136,538,1,0,5,1,91,1,1,0,1.0,0.0
64,539,1,66,36,0,356,1,2,1,0.5,0.5
124,539,1,66,36,1,248,1,2,1,0.5,0.5
113,540,1,10,0,1,136,1,1,0,1.0,0.0
142,541,1,33,4,1,271,1,1,0,1.0,0.0
140,542,1,34,2,1,1193,1,1,0,1.0,0.0
42,543,1,53,15,0,735,0,1,1,0.0,1.0
45,544,1,36,0,0,1396,0,1,1,0.0,1.0
95,545,2,0,1,1,552,5,5,0,1.0,0.0
147,545,1,0,1,1,49,5,5,0,1.0,0.0
148,545,1,0,1,1,127,5,5,0,1.0,0.0
168,545,1,0,1,1,744,5,5,0,1.0,0.0
180,546,1,5,2,1,1214,1,1,0,1.0,0.0
87,547,1,127,126,0,823,0,1,1,0.0,1.0
3,548,1,9,0,0,59,4,14,10,0.29,0.71
5,548,1,9,0,0,100,4,14,10,0.29,0.71
7,548,1,9,0,0,87,4,14,10,0.29,0.71
15,548,1,9,0,0,83,4,14,10,0.29,0.71
32,548,1,9,0,0,1228,4,14,10,0.29,0.71
44,548,1,9,0,0,112,4,14,10,0.29,0.71
46,548,1,9,0,0,315,4,14,10,0.29,0.71
50,548,1,9,0,0,71,4,14,10,0.29,0.71
66,548,1,9,0,0,221,4,14,10,0.29,0.71
86,548,1,9,0,0,72,4,14,10,0.29,0.71
168,548,1,9,0,1,744,4,14,10,0.29,0.71
173,548,1,9,0,1,47,4,14,10,0.29,0.71
180,548,1,9,0,1,1214,4,14,10,0.29,0.71
181,548,1,9,0,1,412,4,14,10,0.29,0.71
93,549,1,98,111,1,840,2,2,0,1.0,0.0
181,549,1,98,111,1,412,2,2,0,1.0,0.0
91,550,1,7,13,0,627,0,1,1,0.0,1.0
13,551,1,30,6,0,273,0,2,2,0.0,1.0
64,551,1,30,6,0,356,0,2,2,0.0,1.0
72,552,1,85,100,0,734,0,1,1,0.0,1.0
126,553,1,130,132,1,440,1,1,0,1.0,0.0
150,554,1,31,24,1,337,1,1,0,1.0,0.0
18,555,1,135,78,0,148,0,1,1,0.0,1.0
95,556,1,18,0,1,552,2,2,0,1.0,0.0
122,556,1,18,0,1,184,2,2,0,1.0,0.0
93,557,2,0,3,1,840,2,2,0,1.0,0.0
41,558,1,8,2,0,119,2,3,1,0.67,0.33
153,558,1,8,2,1,957,2,3,1,0.67,0.33
154,558,1,8,2,1,135,2,3,1,0.67,0.33
153,559,1,182,221,1,957,1,1,0,1.0,0.0
127,560,1,3,0,1,379,1,1,0,1.0,0.0
140,561,1,1,0,1,1193,1,1,0,1.0,0.0
90,562,1,29,12,0,19,0,1,1,0.0,1.0
66,563,1,12,17,0,221,0,1,1,0.0,1.0
171,564,1,136,114,1,648,1,1,0,1.0,0.0
180,565,1,12,9,1,1214,1,1,0,1.0,0.0
153,566,1,66,40,1,957,1,1,0,1.0,0.0
72,567,1,11,10,0,734,0,1,1,0.0,1.0
98,568,1,84,28,1,157,7,7,0,1.0,0.0
101,568,1,84,28,1,32,7,7,0,1.0,0.0
106,568,1,84,28,1,157,7,7,0,1.0,0.0
140,568,1,84,28,1,1193,7,7,0,1.0,0.0
168,568,1,84,28,1,744,7,7,0,1.0,0.0
180,568,2,84,28,1,1214,7,7,0,1.0,0.0
93,569,1,0,2,1,840,1,1,0,1.0,0.0
77,570,1,2,1,0,98,0,1,1,0.0,1.0
32,571,1,23,7,0,1228,0,1,1,0.0,1.0
91,572,1,6,3,0,627,0,1,1,0.0,1.0
32,573,1,214,319,0,1228,0,1,1,0.0,1.0
32,574,1,30,9,0,1228,0,1,1,0.0,1.0
56,575,1,3,0,0,306,0,1,1,0.0,1.0
93,576,1,107,97,1,840,1,1,0,1.0,0.0
180,577,2,195,156,1,1214,2,2,0,1.0,0.0
10,578,1,4,1,0,262,0,1,1,0.0,1.0
80,579,1,11,1,0,253,0,1,1,0.0,1.0
153,580,1,18,165,1,957,1,1,0,1.0,0.0
126,581,2,1,3,1,440,4,4,0,1.0,0.0
138,581,1,1,3,1,385,4,4,0,1.0,0.0
141,581,1,1,3,1,128,4,4,0,1.0,0.0
89,582,1,2,0,0,289,0,1,1,0.0,1.0
72,583,1,131,142,0,734,9,10,1,0.9,0.1
140,583,7,131,142,1,1193,9,10,1,0.9,0.1
180,583,2,131,142,1,1214,9,10,1,0.9,0.1
124,584,1,684,691,1,248,1,1,0,1.0,0.0
32,585,2,22,28,0,1228,1,5,4,0.2,0.8
42,585,1,22,28,0,735,1,5,4,0.2,0.8
89,585,1,22,28,0,289,1,5,4,0.2,0.8
160,585,1,22,28,1,62,1,5,4,0.2,0.8
91,586,1,51,35,0,627,0,1,1,0.0,1.0
5,587,1,11,0,0,100,0,6,6,0.0,1.0
7,587,1,11,0,0,87,0,6,6,0.0,1.0
42,587,1,11,0,0,735,0,6,6,0.0,1.0
51,587,1,11,0,0,68,0,6,6,0.0,1.0
71,587,1,11,0,0,64,0,6,6,0.0,1.0
86,587,1,11,0,0,72,0,6,6,0.0,1.0
168,588,1,1,0,1,744,1,1,0,1.0,0.0
91,589,1,16,0,0,627,0,1,1,0.0,1.0
91,590,1,106,91,0,627,0,1,1,0.0,1.0
124,591,1,11,2,1,248,1,1,0,1.0,0.0
171,592,1,0,5,1,648,1,1,0,1.0,0.0
82,593,1,41,25,0,108,0,1,1,0.0,1.0
5,594,1,2,3,0,100,0,2,2,0.0,1.0
44,594,1,2,3,0,112,0,2,2,0.0,1.0
121,595,1,22,19,1,87,1,1,0,1.0,0.0
126,596,1,1,0,1,440,1,1,0,1.0,0.0
72,597,1,0,2,0,734,1,2,1,0.5,0.5
150,597,1,0,2,1,337,1,2,1,0.5,0.5
92,598,1,100,107,1,13,3,3,0,1.0,0.0
135,598,1,100,107,1,49,3,3,0,1.0,0.0
151,598,1,100,107,1,164,3,3,0,1.0,0.0
72,599,1,18,21,0,734,0,1,1,0.0,1.0
6,600,1,57,40,0,521,0,8,8,0.0,1.0
10,600,1,57,40,0,262,0,8,8,0.0,1.0
15,600,1,57,40,0,83,0,8,8,0.0,1.0
21,600,1,57,40,0,94,0,8,8,0.0,1.0
41,600,1,57,40,0,119,0,8,8,0.0,1.0
42,600,1,57,40,0,735,0,8,8,0.0,1.0
77,600,1,57,40,0,98,0,8,8,0.0,1.0
82,600,1,57,40,0,108,0,8,8,0.0,1.0
109,601,1,11,9,1,205,1,1,0,1.0,0.0
87,602,1,6,4,0,823,0,1,1,0.0,1.0
168,603,1,41,27,1,744,1,1,0,1.0,0.0
127,604,1,3,1,1,379,1,1,0,1.0,0.0
45,605,1,140,127,0,1396,0,1,1,0.0,1.0
93,606,1,83,59,1,840,1,1,0,1.0,0.0
155,607,1,2,1,1,65,1,1,0,1.0,0.0
138,608,1,13,4,1,385,1,1,0,1.0,0.0
93,609,1,9,1,1,840,1,1,0,1.0,0.0
153,610,1,1,0,1,957,1,1,0,1.0,0.0
138,611,1,24,15,1,385,1,1,0,1.0,0.0
45,612,1,2,0,0,1396,0,5,5,0.0,1.0
57,612,1,2,0,0,232,0,5,5,0.0,1.0
64,612,1,2,0,0,356,0,5,5,0.0,1.0
66,612,1,2,0,0,221,0,5,5,0.0,1.0
73,612,1,2,0,0,234,0,5,5,0.0,1.0
93,613,1,4,2,1,840,1,1,0,1.0,0.0
110,614,1,16,16,1,128,1,1,0,1.0,0.0
140,615,1,96,14,1,1193,1,1,0,1.0,0.0
23,616,1,7,1,0,284,0,3,3,0.0,1.0
45,616,1,7,1,0,1396,0,3,3,0.0,1.0
64,616,1,7,1,0,356,0,3,3,0.0,1.0
87,617,1,9,2,0,823,0,1,1,0.0,1.0
87,618,1,1,0,0,823,0,1,1,0.0,1.0
140,619,1,44,25,1,1193,1,1,0,1.0,0.0
45,620,1,91,88,0,1396,0,1,1,0.0,1.0
171,621,1,437,373,1,648,1,1,0,1.0,0.0
10,622,1,3,0,0,262,0,1,1,0.0,1.0
138,623,1,3,1,1,385,1,1,0,1.0,0.0
32,624,1,69,63,0,1228,0,1,1,0.0,1.0
56,625,1,40,28,0,306,0,1,1,0.0,1.0
98,626,1,49,21,1,157,3,3,0,1.0,0.0
106,626,1,49,21,1,157,3,3,0,1.0,0.0
109,626,1,49,21,1,205,3,3,0,1.0,0.0
42,627,1,23,7,0,735,0,1,1,0.0,1.0
91,628,1,2,0,0,627,0,1,1,0.0,1.0
72,629,1,16,10,0,734,0,1,1,0.0,1.0
64,630,1,155,131,0,356,0,1,1,0.0,1.0
6,631,1,0,2,0,521,4,5,1,0.8,0.2
110,631,1,0,2,1,128,4,5,1,0.8,0.2
121,631,1,0,2,1,87,4,5,1,0.8,0.2
180,631,2,0,2,1,1214,4,5,1,0.8,0.2
45,632,1,3,2,0,1396,0,1,1,0.0,1.0
93,633,1,3,1,1,840,1,1,0,1.0,0.0
32,634,1,5,0,0,1228,0,1,1,0.0,1.0
45,635,2,123,102,0,1396,0,2,2,0.0,1.0
142,636,1,1,1,1,271,1,1,0,1.0,0.0
77,637,1,49,6,0,98,0,1,1,0.0,1.0
72,638,1,12,2,0,734,0,1,1,0.0,1.0
150,639,1,27,3,1,337,2,2,0,1.0,0.0
153,639,1,27,3,1,957,2,2,0,1.0,0.0
32,640,1,1,0,0,1228,0,6,6,0.0,1.0
42,640,2,1,0,0,735,0,6,6,0.0,1.0
87,640,1,1,0,0,823,0,6,6,0.0,1.0
89,640,1,1,0,0,289,0,6,6,0.0,1.0
91,640,1,1,0,0,627,0,6,6,0.0,1.0
124,641,1,9,0,1,248,1,1,0,1.0,0.0
162,642,1,14,13,1,101,1,1,0,1.0,0.0
167,643,1,3,9,1,38,1,1,0,1.0,0.0
44,644,1,16,3,0,112,0,1,1,0.0,1.0
153,645,1,1,0,1,957,1,1,0,1.0,0.0
115,646,2,29,26,1,243,2,2,0,1.0,0.0
126,647,1,10,4,1,440,1,1,0,1.0,0.0
10,648,1,144,126,0,262,0,1,1,0.0,1.0
42,649,1,9,0,0,735,0,1,1,0.0,1.0
45,650,2,33,19,0,1396,0,2,2,0.0,1.0
68,651,1,0,1,0,80,0,1,1,0.0,1.0
76,652,1,13,0,0,20,0,1,1,0.0,1.0
72,653,1,26,9,0,734,0,1,1,0.0,1.0
150,654,1,1,1,1,337,1,1,0,1.0,0.0
72,655,1,6,2,0,734,0,1,1,0.0,1.0
140,656,1,110,63,1,1193,4,4,0,1.0,0.0
141,656,1,110,63,1,128,4,4,0,1.0,0.0
162,656,1,110,63,1,101,4,4,0,1.0,0.0
180,656,1,110,63,1,1214,4,4,0,1.0,0.0
10,657,1,100,84,0,262,0,3,3,0.0,1.0
51,657,1,100,84,0,68,0,3,3,0.0,1.0
80,657,1,100,84,0,253,0,3,3,0.0,1.0
89,658,1,2,2,0,289,0,1,1,0.0,1.0
91,659,1,35,16,0,627,0,1,1,0.0,1.0
32,660,1,16,1,0,1228,0,2,2,0.0,1.0
45,660,1,16,1,0,1396,0,2,2,0.0,1.0
22,661,1,82,58,0,30,4,6,2,0.67,0.33
54,661,1,82,58,0,13,4,6,2,0.67,0.33
149,661,1,82,58,1,18,4,6,2,0.67,0.33
152,661,1,82,58,1,36,4,6,2,0.67,0.33
153,661,1,82,58,1,957,4,6,2,0.67,0.33
155,661,1,82,58,1,65,4,6,2,0.67,0.33
44,662,1,2,0,0,112,0,1,1,0.0,1.0
136,663,1,5,3,1,91,2,2,0,1.0,0.0
168,663,1,5,3,1,744,2,2,0,1.0,0.0
95,664,1,111,116,1,552,2,2,0,1.0,0.0
126,664,1,111,116,1,440,2,2,0,1.0,0.0
56,665,1,35,1,0,306,0,1,1,0.0,1.0
93,666,1,42,19,1,840,1,1,0,1.0,0.0
32,667,1,98,96,0,1228,0,1,1,0.0,1.0
169,668,1,5,18,1,219,1,1,0,1.0,0.0
32,669,1,31,1,0,1228,0,1,1,0.0,1.0
140,670,1,8,2,1,1193,3,3,0,1.0,0.0
168,670,1,8,2,1,744,3,3,0,1.0,0.0
180,670,1,8,2,1,1214,3,3,0,1.0,0.0
6,671,1,1,1,0,521,0,1,1,0.0,1.0
72,672,1,1,2,0,734,0,1,1,0.0,1.0
93,673,1,111,114,1,840,1,1,0,1.0,0.0
20,674,1,2,0,0,20,0,1,1,0.0,1.0
140,675,1,0,4,1,1193,1,1,0,1.0,0.0
142,676,1,3,0,1,271,1,1,0,1.0,0.0
32,677,1,16,0,0,1228,0,1,1,0.0,1.0
42,678,1,9,0,0,735,0,1,1,0.0,1.0
23,679,1,68,60,0,284,0,4,4,0.0,1.0
45,679,1,68,60,0,1396,0,4,4,0.0,1.0
64,679,1,68,60,0,356,0,4,4,0.0,1.0
80,679,1,68,60,0,253,0,4,4,0.0,1.0
180,680,1,32,245,1,1214,1,1,0,1.0,0.0
181,681,1,63,36,1,412,1,1,0,1.0,0.0
87,682,1,34,40,0,823,0,1,1,0.0,1.0
45,683,1,33,26,0,1396,0,3,3,0.0,1.0
72,683,1,33,26,0,734,0,3,3,0.0,1.0
77,683,1,33,26,0,98,0,3,3,0.0,1.0
